pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
9931954,1.912234443,927.9300507,16.6814338,13.37163472,13.37163472,11.6690351,8.033387688,8.033387688,6.087617703,6.087617703,4.49504232,4.49504232,3.430803553,3.430803553,5.817220841,9.184952232,0,5.907179729,17.62490862,35.17263322,17.69618563,0,7.047671983,39.883024,0,323.1433904,1.208333333,2,2.75,0.210526316,-2.66,24,305.227,451418.5214,14.90236391,5.760949154,2.374584867,138.6249836,13.88836312,0.354187835,13.88836312,0.251595985,0.214659161,0.251595985,-0.404381383,-0.354187835,2.9793,92.4936,323.371,3,4,0,1,1,2,1,3,2,3,5,0,3,0,0,0,122,15.61755573,5.817220841,0,0,5.907179729,0,4.794537184,4.390415048,0,0,24.26546827,42.29158222,29.68636574,5.563451492,4,9.184952232,16.81010466,0,15.61755573,0,12.96557803,13.59242839,58.90577773,0,11.25737949,10.63357721,4.390415048,0,0,24.48358664,12.96557803,5.817220841,21.48489166,36.39820241,0,22.16030442,0,56.92,0,0,0,0,0,0,0,0,13.88836312,42.11163688,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693922213,323.371,2.9793,2,2,3,3,3,0,2,0.111111111,12,2,7,92.4936,27,0,0,0,0,56.92,4.152751808,0.001091098,0.988620215,30.83641949,23.08300625,132,160,0,19,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,1,2.3,1,10,0
9933475,1.379368601,1283.863221,22.7858818,18.85819921,18.85819921,16.11852484,11.25743133,11.25743133,8.343129495,8.343129495,6.002764326,6.002764326,4.341561686,4.341561686,5.817220841,0,4.390415048,11.62950017,34.39505478,24.17620674,32.25847613,31.37526582,12.99010427,19.85184529,14.21058886,450.2067189,1.03030303,1.878787879,2.696969697,0.36,-3.39,33,423.298,59273995.01,21.45542383,9.229951712,4.431856961,191.0449354,15.02619078,0.492840636,15.02619078,0.229976259,0.099727847,0.229976259,-0.436543447,-0.492840636,5.22422,124.9437,450.514,1,7,0,1,1,2,2,4,6,1,8,0,8,0,1,1,172,24.09447711,6.327320075,23.06575634,5.879988336,0,0,0,14.35837209,0,0,0,63.54118315,29.2079764,24.61960444,5,18.60100391,21.80584986,0,19.85184529,0,26.18620207,33.35094872,48.17030425,0,23.12852384,14.21058886,4.390415048,23.12852384,0,53.20279402,0,12.74095804,24.95639286,36.65915542,0,21.80584986,0,72.5,0,0,0,0,0,0,0,0,15.02619078,57.14047589,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.371025308,450.514,5.22422,6,6,1,1,1,0,6,0.216216216,14,3,12,124.9437,37,0,0,0,0,72.5,5.535756574,0.000805023,0.99577679,46.31847937,36.34026107,178,212,0,25,0,4,3,0,0,1,0,0,0,0,0,0,3,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,0,2.4,1,16,0
9936746,1.609537767,1421.014631,23.98239871,18.83378824,20.40621376,16.31257084,10.76801237,11.96247343,8.203795085,9.843425777,5.886949568,7.331345816,4.064904942,5.404830266,6.041840829,9.901064579,0,18.07751319,16.53442409,33.22752595,17.00988133,23.46952001,35.75630512,29.36162662,16.59334462,491.1182736,1.088235294,1.794117647,2.5,0.2,-3.49,34,469.828,60112851.83,22.30954475,8.699205847,3.992873512,205.3229008,12.9993538,0.507964316,12.9993538,0.226505209,0.086379187,0.226505209,-0.538611846,-0.507964316,5.53396,134.6325,492.004,2,7,0,1,1,2,2,4,7,2,9,0,4,0,0,0,172,10.423316,22.61683914,5.824404498,5.907179729,0,0,14.35404156,0,0,21.53414949,23.73367403,62.7328655,26.71406977,12.13250663,5,9.901064579,40.24397677,0,14.76446326,4.992404733,33.23387405,5.316788604,86.76988053,0,10.75059381,5.316788604,5.687386275,5.749511833,22.93772577,31.48985539,4.794537184,20.7712116,45.67897312,53.52334128,5.022633314,5.001081977,0,92.4,0,7.820195198,0,0,0,0,0,0,2.018769733,67.43881285,0,0,0,0,0,3,0,1,0,0,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.366749604,492.004,5.53396,7,7,2,2,2,0,7,0.105263158,20,3,8,134.6325,38,0,0,0,0,92.4,4.842297377,0.000396374,0.970493258,44.30422644,34.29154528,188,227,0,25,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,34,2,3.2,0,14,0
9938202,2.41E-06,1190.545916,24.67515134,19.99857834,22.44806808,16.89799805,11.53395621,12.51955477,8.259733512,9.396483342,5.669272793,6.829072273,3.775578641,4.829149274,11.73975001,17.96578233,0,35.99236855,37.64235044,60.51927311,24.5927407,11.76188495,6.066367068,9.883888252,13.89087684,580.1177184,1.054054054,1.837837838,2.567567568,0.44,-1.98,37,552.252,74327499.45,31.23901584,14.82521746,9.068040281,229.2775077,12.93019729,0.486710251,12.93019729,0.4159876,0,0.4159876,-4.381957655,-0.486710251,6.224,142.385,581.484,0,6,0,1,1,1,2,3,7,0,12,0,10,0,1,1,204,13.89087684,12.02341041,0,11.17830223,0,6.176298517,14.67842544,0,13.17124514,36.57595127,6.066367068,43.21441968,35.63443114,37.44555451,4,27.06212199,47.4788762,0,9.883888252,0,36.87900327,38.66301231,64.3388684,0,5.749511833,10.16565335,13.17124514,5.749511833,36.57595127,48.54690056,17.45791788,0,30.58616378,56.89901351,0,10.90292493,0,64.8,0,1.597002021,0,0,0,0,0,0,44.35992298,44.293075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0.208044998,581.484,6.224,7,7,0,0,0,0,7,0.263157895,10,3,15,142.385,38,0,0,0,0,64.8,6.271769969,0.00058964,0.997079442,55.7660568,47.43817241,180,206,0,25,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,4,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,37,1,3.1,3,20,0
10127622,2.086710628,1011.497468,19.55167728,14.09299569,16.43492118,12.91792266,7.806307012,8.977269755,5.588739729,6.911615385,3.754079809,4.560040456,2.468536365,3.18920482,11.72440057,4.794537184,4.390415048,29.98130241,16.22672031,4.472719516,12.39368714,29.81387284,0,31.71080762,21.54505587,456.0000083,1.444444444,2.222222222,2.925925926,0.176470588,-2.2,27,442.567,1278262.696,19.55852083,8.218322882,4.057159665,166.7281234,15.13682122,0.393874382,15.13682122,0.276639911,0.000486308,0.276639911,-0.695005918,-0.393874382,3.5256,103.6107,457.687,3,7,0,0,0,2,1,3,6,3,10,0,6,0,0,0,142,14.99041565,5.516700718,5.817220841,0,5.907179729,0,9.632125768,14.85449017,0,0,27.53088379,24.26546827,11.5203915,47.01864208,3,19.12906821,55.8462375,0,15.03117477,7.047671983,0,18.53055253,51.46881351,0,0,10.7968852,15.7651876,0,27.53088379,33.77854922,11.88526057,5.817220841,10.35798868,35.06550786,5.022633314,11.03340144,0,88.41,0,6.200718356,0,0,0,0,0,0,17.49260142,44.36348286,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.389285654,457.687,3.5256,6,6,3,3,3,1,6,0.206896552,16,1,8,103.6107,29,0,0,0,0,88.41,4.350343456,0.000229881,0.905772696,36.3176985,28.46024769,140,166,0,17,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,1,1.8,1,12,0
10184653,1.680260779,1214.677845,24.07877502,18.84689415,19.6028231,16.38505049,10.76301937,11.14098385,8.09899299,8.506193117,5.098208905,5.387855367,3.419665973,3.600208603,5.817220841,9.184952232,0,17.03377943,53.60359243,6.420821623,24.53607432,24.27512131,18.9952537,20.60153425,21.0746658,485.1629956,1.323529412,2.176470588,2.911764706,0.291666667,-3.27,34,460.747,52867959.3,23.87369803,10.77167626,5.990027316,201.280417,13.55244821,0.485667739,13.55244821,0.247689198,0.004357248,0.247689198,-0.509476623,-0.485667739,4.3899,130.4064,485.947,2,8,0,1,1,2,1,3,7,2,10,0,8,0,1,1,178,25.00721285,29.81588191,0,5.907179729,0,0,4.794537184,14.35837209,0,0,17.67696,38.36081224,36.18157569,29.44048424,4,18.65867814,45.60367988,0,14.86786677,0,12.52478801,44.48744151,59.65104979,0,5.749511833,15.37044016,21.58305037,5.749511833,11.60093989,60.73287719,9.531400138,5.817220841,6.420821623,48.81119563,5.022633314,10.90292493,0,88.61,0,5.912266876,0,0,0,0,0,0,13.55244821,61.97972936,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457293353,485.947,4.3899,7,7,2,2,2,0,7,0.216216216,15,2,11,130.4064,37,0,0,0,0,88.61,5.310973065,0.000154004,0.939538286,48.29190552,40.23543441,176,203,0,24,0,5,3,0,0,1,0,0,0,0,0,0,2,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,2,2.3,1,18,0
10384072,1.995973414,1273.267491,17.99927104,13.2604768,14.01640575,12.5417139,7.963571735,8.341536208,6.214669131,6.621869258,4.714392118,5.043980339,3.637592239,3.875125647,11.81435946,14.69560176,0,5.749511833,43.56558843,5.516700718,0,24.26546827,24.26546827,10.30076712,11.60093989,362.0458199,0.846153846,1.615384615,2.423076923,0,-3.31,26,351.684,1559882.845,14.98498982,5.094812712,1.916803619,151.7554462,12.54363599,0.507941182,12.54363599,0.259161261,0.089872205,0.259161261,-0.450790344,-0.507941182,4.2307,99.7122,362.772,3,5,0,1,1,3,1,4,3,3,6,0,1,0,0,0,126,10.09050592,5.749511833,0,0,11.81435946,0,14.90586297,0,0,0,29.8000411,35.89528683,32.39193467,11.12690298,5,14.69560176,45.22114921,0,10.30076712,0,0,0,64.68047284,0,16.87641482,5.316788604,0,5.749511833,11.60093989,21.90486537,0,0,20.71597735,48.53093655,5.022633314,32.93275285,0,82.19,0,6.335329166,0,0,0,0,0,0,0,58.77578194,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443027405,362.772,4.2307,3,3,3,3,3,0,3,0.033333333,23,2,4,99.7122,30,0,0,0,0,82.19,3.74968481,0.000707496,0.968148963,27.71658256,19.54323658,152,190,0,20,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,2,2.6,0,7,0
10385095,1.769477946,983.5616034,20.25878407,14.37885365,14.37885365,13.3630811,8.112076558,8.112076558,5.835664416,5.835664416,3.897011257,3.897011257,2.500672446,2.500672446,34.81240679,30.01518395,0,11.12690298,11.37477255,0,42.46456948,18.19910121,0,10.63357721,0,380.1008362,0.607142857,1,1.428571429,0,-4.2,28,364.228,1764206.312,18.58691184,7.58340472,3.802983823,158.8751793,12.29384805,0.504242101,12.29384805,0.259065966,0.111924342,0.259065966,-0.650460497,-0.504242101,3.0136,101.8916,380.356,6,8,0,0,0,3,0,3,6,6,8,0,4,0,0,0,142,31.05968679,0,22.99804733,0,11.81435946,0,9.589074368,0,0,0,18.19910121,42.46456948,11.37477255,11.12690298,3,30.01518395,23.18913201,0,0,0,0,10.63357721,71.79057367,0,22.99804733,10.63357721,11.37477255,22.99804733,0,32.24046904,0,0,20.71597735,60.66367068,0,0,0,139.12,0,0,0,0,0,0,0,0,0,79.66666667,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384695012,380.356,3.0136,6,6,6,6,6,0,6,0.133333333,16,0,3,101.8916,30,0,0,0,0,139.12,5.260157605,0.000975279,0.995481138,35.51696623,28.49261851,144,168,0,20,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,2,1,0,10,0
11152667,1.873791489,786.7050781,17.81119031,13.47258835,14.28908493,12.02487714,8.005149923,8.821646504,5.869785616,6.921984458,3.937403579,5.120302926,2.79524501,3.808289456,6.031114512,13.97948942,0,17.7662414,27.54988856,19.38639965,23.46952001,18.19910121,0,15.95036581,5.733667477,362.1212751,1.32,2.16,2.84,0.294117647,-2.45,25,343.278,569108.0228,17.37553167,7.623858436,4.342746503,148.1556811,13.4665313,0.351369542,13.4665313,0.316166005,0.043886842,0.316166005,-0.752800663,-0.351369542,2.5266,96.277,362.43,5,6,0,1,1,1,1,2,4,4,8,0,4,0,1,1,132,21.68403329,10.69436803,0,0,5.907179729,6.031114512,4.794537184,9.184952232,0,11.33678588,12.13273414,43.14895235,17.46374443,5.687386275,3,13.97948942,28.96246639,0,10.63357721,5.733667477,18.88348407,18.40630142,41.02620338,0,10.44059869,21.68403329,14.87233851,0,11.33678588,31.06964788,0,5.817220841,22.51332762,30.33183534,0,10.44059869,0,96.25,0,1.190581538,0,0,0,0,0,0,13.4665313,49.6762205,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.67285869,362.43,2.5266,4,4,4,4,4,0,4,0.148148148,10,2,7,96.277,27,0,0,0,0,96.25,4.287209204,0.000335733,0.9445226,34.70579168,28.7023728,128,147,0,17,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,25,2,1.3,1,14,0
11178236,2.25E-06,1047.104406,18.96589085,15.55433595,17.14033249,13.13022896,8.683170033,8.683170033,6.375591512,6.375591512,4.847641316,4.847641316,3.542718076,3.542718076,0,9.589074368,0,28.54794074,42.21115375,11.51833249,0,49.96579653,16.0579365,9.967957042,4.736862954,442.0640526,1.107142857,1.821428571,2.464285714,0.25,-2.71,28,424.149,2118344.102,20.03534327,8.116559134,3.183457511,172.3316941,13.25024321,1,13.25024321,0.254371011,0,0.254371011,-0.149669312,-1,-1.65188,95.681,443.301,0,7,1,0,1,1,2,3,6,0,8,0,5,0,0,0,144,21.71831381,18.78344081,0,22.95434588,5.824404498,0,19.55703141,9.134199296,0,0,24.26546827,0,37.55412487,12.80372554,4,35.87448782,11.56648989,0,14.53505669,0,20.01325001,13.71667951,76.88909045,0,0,21.5485505,0,0,0,39.81822609,17.82637577,6.9237372,43.62216583,42.85599899,0,0,0,77.96,0,0,0,0,0,0,0,0,3.7188048,59.61452853,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345742193,443.301,-1.65188,6,6,0,0,0,0,6,0.166666667,13,2,6,95.681,30,0,0,0,0,77.96,3.424240868,0.000305762,0.902444734,38.39752354,28.36813332,146,179,0,20,0,4,3,0,0,0,0,0,0,2,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,2,2.2,0,11,0
11228183,1.058513984,2217.385046,39.65791452,31.30576679,33.6946889,26.94553056,18.3091703,21.15589658,13.90206712,17.11431813,9.615521136,12.37069238,6.534222262,8.647179258,26.54116821,23.32665244,0,22.18816207,17.19630854,61.48122675,23.25963712,36.02735322,79.65892438,38.03780414,11.60093989,812.2581382,0.892857143,1.571428571,2.25,0.261904762,-4.92,56,768.086,2.35528E+12,40.73460591,18.81158111,10.88810121,337.4141295,13.35017342,0.375865871,13.35017342,0.293198317,0.140220895,0.293198317,-4.426475302,-0.375865871,7.8806,226.3161,813.446,2,11,0,1,1,5,0,5,10,2,14,0,16,0,1,1,292,15.11660807,5.687386275,0,0,21.61785716,0,19.80876518,13.13989185,0,11.76188495,66.19824351,104.4149472,71.75379809,9.818794524,6,18.13564522,56.35545455,0,14.52191433,0,28.79838581,62.78867794,147.5911959,0,11.12690298,14.9387932,17.06215882,0,23.36282484,87.66192766,16.56804756,10.11431827,22.34226179,131.1183083,5.022633314,11.12690298,0,128.13,0,3.320626199,0,0,0,0,0,0,26.70034685,100.5068047,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.057731342,813.446,7.8806,10,10,2,2,2,0,10,0.262295082,21,1,17,226.3161,61,1,2,0,1,128.13,8.161178002,0.000149944,0.992393157,79.14563389,66.54469818,292,338,0,42,0,6,5,0,0,2,0,0,0,0,0,0,0,0,0,6,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,56,4,5.2,0,27,0
11327430,1.627488897,1460.346778,20.07877502,16.25948684,17.07598342,14.79282634,10.09676774,10.91326432,7.511045838,8.563244679,5.758907216,6.978766936,4.275876553,5.506262311,0,4.794537184,0,5.428790392,30.06719049,24.2164158,20.17228826,17.40315295,18.19910121,47.36447921,9.154013891,413.1085645,0.8,1.533333333,2.4,0.16,-3.15,30,394.346,20410974.85,17.68668787,6.97187271,2.738101952,176.4675093,12.91488349,0.439617724,12.91488349,0.199677206,0.011011537,0.199677206,-0.011011537,-0.439617724,5.6645,123.841,413.498,0,4,0,1,1,3,2,5,5,0,5,0,2,0,1,1,148,14.05392362,5.583020142,11.31297259,0,0,0,4.794537184,0,0,11.33678588,48.53093655,12.13273414,50.45507113,18.59998814,6,9.154013891,48.3625007,0,0,0,0,31.20318647,76.95336533,0,11.12690298,10.32870012,5.884182202,0,11.33678588,26.30327674,4.736862954,0,0,75.94172587,0,42.2684356,0,42.68,0,1.781410949,0,0,0,0,0,0,6.36565051,54.35293854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.374250655,413.498,5.6645,5,5,0,0,0,0,5,0.057142857,21,3,7,123.841,35,0,0,0,0,42.68,4.219156461,0.000454847,0.962963782,35.40724742,25.58567954,172,212,0,25,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,30,1,3.6,0,8,0
11488320,1.565243639,1154.390186,23.37166824,18.39930039,19.15522934,15.97789685,10.61534958,10.99331405,7.735404606,8.142604733,5.599695052,5.8916029,3.790112117,3.964651446,5.817220841,9.184952232,0,22.72116571,34.76456778,25.93115606,12.39368714,38.4229378,0,25.50144398,21.0746658,473.1629956,1.242424242,2.03030303,2.757575758,0.347826087,-3.17,33,448.736,30359932.82,23.00386301,10.18175727,5.257168152,195.6050779,14.41635777,0.492785648,14.41635777,0.233421341,0.001607892,0.233421341,-0.556084705,-0.492785648,3.7637,124.9394,473.936,2,8,0,1,1,2,1,3,7,2,10,0,7,0,1,1,174,20.10730312,18.24914924,17.31624451,5.907179729,0,0,9.694446915,14.35837209,0,0,17.66730696,31.04074445,31.58977608,29.88127425,4,18.65867814,39.9162936,0,20.18465538,0,18.94560963,39.10852735,47.49900957,0,11.49902367,20.10730312,15.8956641,11.49902367,11.60093989,60.67075163,4.794537184,5.817220841,12.84164325,36.65915542,5.022633314,10.90292493,0,88.61,0,5.907948198,0,0,0,0,0,0,14.41635777,58.62013847,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539702463,473.936,3.7637,7,7,2,2,2,0,7,0.194444444,14,2,12,124.9394,36,0,0,0,0,88.61,5.133910021,0.0001693,0.938252246,47.18479271,37.97088563,172,202,0,23,0,5,3,0,0,1,0,0,0,0,0,0,2,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,1,2.1,1,18,0
