pubchem_cid,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed,Molecular_weight,LogP,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,Number_of_hydrophobic_groups,MolarRefractivity,Number_of_bonds,Number_of_NO2_groups,Number_of_SO_groups,Number_of_OSO_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,Ncharges,C,H,N,O,RNH2,R2NH,R3N,ROPO3,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC,F,Cl,Br,S,P,B,I,K,Sb,Hg,Pt,V,Zn,Cr,Se,As,abonds,atoms,dbonds,logP,nF,sbonds,tbonds
53440640,1.836662625,989.1075379,17.81119031,13.69191341,13.69191341,12.0417139,7.851939767,7.851939767,5.729267203,5.729267203,3.967750177,3.967750177,2.662008014,2.662008014,5.969305288,14.69560176,0,17.1580175,0,21.90900445,12.14238718,18.19910121,49.38830668,5.316788604,0,331.1208434,0.92,1.6,2.36,0.047619048,-3.4,25,314.235,499554.3253,16.45751221,7.009722222,3.749040485,144.9724095,12.25417438,0.477583332,12.25417438,0.337311268,0.062600188,0.337311268,-1.077656734,-0.477583332,4.58,99.63,331.371,2,4,0,0,0,3,0,3,2,2,4,0,4,0,0,0,124,10.423316,0,0,5.907179729,0,5.969305288,4.794537184,4.794537184,0,0,48.53093655,47.03184286,6.076020107,11.25083777,3,14.69560176,33.90942425,0,0,0,6.9237372,5.316788604,83.93296084,0,0,5.316788604,5.687386275,0,0,16.98301241,4.794537184,0,22.84517737,72.80605786,0,16.34555296,0,66.4,0,0,0,0,0,0,0,0,0,61.83333333,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687718094,331.371,4.58,2,2,2,2,2,0,2,0.148148148,12,0,4,99.63,27,0,0,0,0,66.4,4.655851684,0.001361703,0.995100394,32.62156239,26.36399043,128,148,0,21,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,3,2.7,0,7,0
53469448,1.426199834,1392.87143,23.32769817,17.72581913,17.72581913,15.71936526,10.37455439,10.37455439,8.124977404,8.124977404,5.979517839,5.979517839,4.409494239,4.409494239,11.73975001,17.96578233,0,12.32800135,24.3468923,45.54387632,12.39368714,10.9662768,36.01071641,9.967957042,5.733667477,451.1619949,1.151515152,1.96969697,2.757575758,0.208333333,-3.88,33,431.292,37098681.99,20.99139723,7.613526657,3.688503717,187.0273581,12.99256027,0.415919696,12.99256027,0.415919696,0.094933868,0.383013702,-4.438742942,-0.383013702,4.3681,119.5624,451.452,2,6,0,1,1,2,2,4,5,1,9,0,3,0,0,0,168,15.20067686,17.79236007,0,5.907179729,0,6.176298517,4.794537184,9.967957042,13.17124514,0,24.26546827,41.3102773,31.04010973,17.37049733,5,17.96578233,28.44583022,0,14.53505669,7.047671983,19.01794176,17.17833361,71.6790876,0,11.12690298,10.63357721,24.6764942,0,0,26.98699282,30.86015093,0,16.69035448,54.98873313,0,22.16030442,0,77.04,0,0,0,0,0,0,0,0,40.86739129,46.54927538,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501985937,451.452,4.3681,5,5,1,1,1,0,5,0.081081081,21,3,9,119.5624,37,0,0,0,0,77.04,5.530407054,0.000801776,0.995855608,40.72625392,31.59044302,186,225,0,24,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,1,2.3,3,14,0
56645356,1.774695261,1152.791672,24.07877502,19.70694576,19.70694576,16.43556075,11.85060834,11.85060834,8.948615446,8.948615446,6.525459798,6.525459798,4.673953316,4.673953316,11.85906167,13.97948942,0,24.40095669,11.51179077,36.81018948,23.45346549,29.09352093,38.11294267,10.30076712,0,462.2431045,1.117647059,1.882352941,2.558823529,0.37037037,-3.48,34,431.321,56915271.11,23.67059723,10.63316447,5.35334708,199.3561211,14.2975636,0.351262356,14.2975636,0.247563155,0.012463861,0.247563155,-0.929394369,-0.351262356,4.86244,129.7857,462.569,1,6,1,0,1,2,1,3,4,1,7,0,7,1,0,1,178,9.883888252,24.22822257,0,11.81435946,0,0,14.4889841,9.374393569,0,0,49.59430021,56.01512183,24.12291425,0,4,13.97948942,17.50174573,0,14.86786677,0,64.58002058,4.899909731,83.69315201,0,0,10.21669833,10.07780132,0,0,27.40727846,16.13383077,19.66469524,55.09725643,60.92462369,0,0,0,67.23,0,0,0,0,0,0,0,0,16.0223465,62.81098684,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545179265,462.569,4.86244,4,4,1,1,1,0,4,0.189189189,9,1,13,129.7857,37,0,0,0,0,67.23,4.14986186,0.000264525,0.83194921,49.48904912,40.07654765,176,206,0,27,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,2,3.2,1,18,0
56649450,1.842963182,973.3197515,22.26722023,16.70835077,17.52484735,13.91372236,9.295453324,10.1119499,7.670010641,8.669081407,5.223706753,6.345642728,3.245381034,4.197812877,29.57142406,22.76031951,0,10.82548647,35.52092633,25.18426028,17.16312037,12.99010427,0,15.28474565,5.733667477,441.1446306,1.333333333,2.033333333,2.666666667,0.473684211,-2.69,30,419.303,3799474.527,22.00552628,7.858788056,4.112286897,175.0459256,13.38165453,0.398905489,13.38165453,0.398905489,0.104396015,0.367880832,-4.451192116,-0.367880832,3.83502,107.1041,441.479,3,7,0,1,1,0,2,2,5,2,11,0,4,0,1,1,162,10.63357721,11.4568313,5.13155848,5.907179729,0,12.20741303,15.09530431,9.778515705,13.17124514,0,11.33678588,51.30904047,12.74159998,16.26500318,3,22.76031951,28.4066386,0,14.86786677,5.733667477,51.24598466,11.86154501,29.7174337,0,10.44059869,11.05045608,23.09734081,0,11.33678588,45.56905677,10.20952765,6.9237372,38.07697363,18.32957771,0,10.44059869,0,101.21,0,1.141240788,0,0,0,0,0,0,40.1449636,45.04712895,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,1,1,0,0,1,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.752828089,441.479,3.83502,5,5,2,2,2,0,5,0.125,12,3,12,107.1041,32,0,0,0,0,101.21,5.046264201,0.000844812,0.994258319,42.42577217,34.67262688,162,193,0,19,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,30,2,1,3,19,0
56941241,1.931397094,1354.026949,22.66456146,17.27126471,18.02719365,15.4567288,10.09495496,10.47291943,7.2968864,7.704086526,5.258178935,5.570887943,3.777871576,4.059159909,5.969305288,9.184952232,0,5.817220841,11.44345494,50.37896007,12.13273414,18.33923075,43.32193961,16.26373069,16.70746729,446.1197338,1.09375,1.84375,2.53125,0.076923077,-3.7,32,426.749,21951342.13,21.52896018,9.201904887,4.479977593,189.2244643,13.7155184,0.478073604,13.7155184,0.327821185,0.351621158,0.327821185,-0.997873209,-0.478073604,6.8223,126.8225,446.909,2,4,0,0,0,3,1,4,2,2,6,0,6,0,0,0,160,5.106527395,5.817220841,0,0,0,5.969305288,5.098681808,9.184952232,5.098681808,0,54.9228795,70.16232503,11.46224432,16.7361776,4,14.29147963,45.69539928,0,10.19736362,0,13.34455882,0,106.0301945,0,0,0,4.390415048,0,11.60093989,21.2731963,4.794537184,5.817220841,35.59836479,72.93653436,5.022633314,28.1251541,0,65.98,0,6.441843716,0,0,0,0,0,0,13.7155184,58.28708233,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251977649,446.909,6.8223,2,2,2,2,2,0,2,0.171428571,18,1,7,126.8225,35,0,0,0,0,65.98,4.533034088,0.00016804,0.8835495,41.13208689,32.48848611,168,198,0,26,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,3,4,1,10,0
56962336,1.274503852,1255.025218,28.319262,23.33375878,23.33375878,18.45141606,13.43474985,13.43474985,11.41597059,11.41597059,7.21264454,7.21264454,4.810024671,4.810024671,24.53980033,15.00759197,0,17.48794581,42.90635505,5.687386275,11.89077157,16.83031029,24.26546827,60.12012998,10.47053043,539.3220028,1.153846154,1.871794872,2.538461538,0.535714286,-3.25,39,498.353,393865705.7,28.75029136,11.86856974,6.670448317,228.924816,12.35758494,0.387462378,12.35758494,0.31873509,0.057329668,0.31873509,-1.126269773,-0.387462378,2.8524,151.3534,539.681,6,11,0,1,1,1,2,3,9,5,11,0,9,0,1,1,212,35.88426208,36.10425924,6.227901171,0,0,6.031114512,4.899909731,14.76249423,0,0,32.90394574,49.44583919,37.56033989,5.386224214,4,19.74445493,28.569765,0,24.75175502,0,77.03613925,30.6847253,48.41945048,0,0,16.36724469,16.29978624,0,0,79.66714493,10.15185342,0,52.83086028,42.85599899,0,11.03340144,0,150.79,0,0,0,0,0,0,0,0,1.680724865,87.7359418,0,2,2,1,0,3,0,0,0,0,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.260538222,539.681,2.8524,9,9,5,5,5,2,9,0.214285714,4,3,16,151.3534,42,0,0,0,0,150.79,5.914950138,0.000408192,0.990503476,60.09315687,50.11180201,206,242,0,28,0,7,4,0,0,1,0,2,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,1,1.9,0,25,0
56962337,1.295443381,1308.47058,29.18950549,23.63437298,25.22036952,18.86209967,13.54039875,14.33339702,11.53859466,12.39293156,7.264990493,7.866240901,4.870293801,5.471321786,24.53980033,15.00759197,0,17.48794581,47.37907457,5.687386275,11.89077157,10.76394322,24.26546827,76.05007388,10.47053043,617.2325149,1.2,1.9,2.55,0.535714286,-2.77,40,578.257,552340056.8,30.19462492,12.39560973,6.744966251,242.7923636,12.3781745,0.387462378,12.3781745,0.31873509,0.054503029,0.31873509,-1.152288291,-0.387462378,3.6149,159.0534,618.577,6,11,0,1,1,1,2,3,9,5,12,0,9,0,1,1,218,35.88426208,36.10425924,6.227901171,0,0,6.031114512,4.899909731,14.76249423,0,0,32.90394574,59.30941602,42.03305941,5.386224214,4,19.74445493,44.4997089,0,24.75175502,0,77.03613925,30.6847253,46.82580293,0,0,16.36724469,16.29978624,0,15.9299439,79.66714493,10.15185342,0,52.83086028,41.26235144,0,11.03340144,0,150.79,0,0,0,0,0,0,0,0,2.348299524,86.00947284,0,2,2,1,0,3,0,0,0,0,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.228417446,618.577,3.6149,9,9,5,5,5,2,9,0.209302326,6,3,17,159.0534,43,0,0,0,0,150.79,7.066580592,0.00041307,0.996411152,61.06296447,50.71602427,212,250,0,28,0,7,4,0,0,1,0,2,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,1,2.5,0,26,0
57345410,1.055530952,1519.239794,29.05131281,24.52704446,24.52704446,19.4902222,14.68751576,14.68751576,13.11514118,13.11514118,8.918665709,8.918665709,6.350613237,6.350613237,24.53980033,10.21305479,0,17.27469408,29.66838122,42.54109242,18.21809164,4.567099648,0,77.65361102,15.45450895,562.3379872,1.146341463,1.926829268,2.658536585,0.6,-3.12,41,520.383,1459290236,28.02091042,10.6145907,5.314983148,239.7177435,10.93700735,0.387462369,10.93700735,0.167138499,0.109735089,0.167138499,-1.111085284,-0.387462369,3.3233,157.1277,562.719,5,11,1,1,2,1,3,4,10,4,11,0,8,1,1,2,220,25.66756374,35.98032445,17.69294117,0,0,0,9.467009379,19.93591408,0,0,26.83757867,62.13902141,25.04925969,17.36072151,6,14.94991774,28.01514215,0,34.38690198,5.917906046,102.340445,12.27842388,42.24159734,0,0,5.733667477,5.817862778,0,0,81.540294,16.57267505,5.917906046,71.49690803,30.85374135,0,22.19727937,0,151.23,0,0,0,0,0,0,0,0,1.627325132,86.12267487,0,2,2,1,0,6,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253422329,562.719,3.3233,10,10,4,4,4,2,10,0.173913043,9,5,20,157.1277,46,0,0,0,0,151.23,6.880045527,0.000381658,0.994960466,59.16107905,47.10628187,232,281,0,30,0,8,3,0,0,1,0,2,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,2.4,0,26,0
57519544,1.380938328,1104.890731,20.053831,16.1700363,16.1700363,14.16983643,9.495544476,9.495544476,6.92682518,6.92682518,4.712131812,4.712131812,3.21027588,3.21027588,0,4.794537184,0,5.907179729,6.420821623,39.19857173,0,6.196843572,86.0474621,21.35111271,0,379.1684623,0.827586207,1.551724138,2.24137931,0.08,-3.79,29,358.295,5648641.789,18.56762055,8.483037479,4.737088122,169.8481923,12.4069698,0.325807924,12.4069698,0.228293696,0.035524691,0.228293696,-0.035524691,-0.325807924,5.30022,116.4167,379.463,1,4,0,0,0,2,2,4,3,1,4,0,5,0,0,0,142,5.316788604,0,0,5.907179729,0,0,14.76249423,0,0,0,42.46456948,65.07283,29.97184498,6.420821623,4,4.794537184,11.594566,0,9.967957042,0,13.34455882,5.316788604,102.644315,0,22.25380597,5.316788604,5.687386275,0,0,15.87513677,11.21535881,6.9237372,11.25737949,91.38693554,0,22.25380597,0,54.88,0,0,0,0,0,0,0,0,0,62.33333333,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.511828797,379.463,5.30022,3,3,1,1,1,0,3,0.15625,14,2,6,116.4167,32,0,0,0,0,54.88,5.863486886,0.001135482,0.997578597,37.96359866,31.1327893,150,172,0,25,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,1,3.7,0,7,0
59472121,1.633004907,1362.24242,23.58721119,18.60994396,19.42644054,15.79006213,10.47172642,12.0180459,7.910887807,10.41511991,5.274161064,7.444597177,3.326710002,4.386480882,15.08719117,8.417796984,0,10.71334625,28.4054829,12.1082079,5.563451492,50.37615331,31.31314026,20.4414089,10.25676241,463.1678107,1,1.636363636,2.272727273,0.208333333,-3.56,33,438.363,32886692.08,22.62743358,9.126190651,4.642649658,192.3471771,12.3670482,0.381784527,12.3670482,0.189162034,0.212799829,0.189162034,-3.346246859,-0.381784527,3.9493,127.8989,463.563,3,8,0,0,0,2,2,4,8,2,9,0,7,0,0,0,170,15.57355102,5.693927995,27.10929133,0,0,0,0,18.38575403,0,0,41.55486567,38.59133201,23.73802646,22.03619307,4,12.94089192,15.65511591,0,20.4414089,0,30.53765231,12.78133946,66.35759868,0,33.96893439,11.05045608,5.817862778,0,0,35.8400273,16.38200954,0,19.41092589,70.2127256,0,33.96893439,0,124,0,-3.346246859,0,0,0,0,0,0,30.25464538,50.84160148,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.422151463,463.563,3.9493,8,8,2,2,2,0,8,0.194444444,14,2,7,127.8989,36,0,2,0,1,124,6.126339431,0.000682227,0.99645222,45.39522731,36.24362961,176,209,0,24,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,33,2,2.2,0,11,0
59473233,1.334289525,1349.658934,20.6227451,16.82359635,16.82359635,15.33163248,10.30432683,10.30432683,7.576195326,7.576195326,5.618059242,5.618059242,3.964847371,3.964847371,0,0,0,0,5.817862778,59.79814465,5.687386275,6.196843572,29.05759239,61.79624288,9.720841475,411.1807583,1.032258065,1.903225806,2.774193548,0.173913043,-3.91,31,390.301,40565850.48,17.90678953,7.406585163,3.363814942,178.0591528,5.44689897,0.37777782,5.44689897,0.179944089,0.714194591,0.179944089,0.714194591,-0.37777782,3.8528,120.8314,411.469,2,8,0,1,1,2,3,5,7,2,8,0,4,0,1,1,154,19.35425589,0,11.46504,0,0,0,5.098681808,9.967957042,5.098681808,0,12.13273414,30.33183534,54.00449178,30.62123621,6,4.736862954,33.74273748,0,24.56601526,0,0,36.51997508,67.25194377,0,11.25737949,10.21669833,17.19263533,0,0,50.86929201,4.736862954,0,0,67.25194377,0,27.80748164,0,83.37,0,0,0,0,0,0,0,0,1.990001991,60.84333134,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467385318,411.469,3.8528,7,7,2,2,2,0,7,0.111111111,20,4,6,120.8314,36,0,0,0,0,83.37,4.880499336,0.000260571,0.955464496,37.93537893,28.74499704,174,209,0,23,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,2.1,0,10,0
60167849,1.531572562,1084.823377,20.2169677,16.87137799,16.87137799,14.11419354,9.740232257,9.740232257,7.334804812,7.334804812,4.878788288,4.878788288,3.253116405,3.253116405,0,0,0,0,12.46266245,34.02000803,5.563451492,10.87864651,37.51652555,64.79214377,4.983978521,384.2062448,1.034482759,1.827586207,2.551724138,0.217391304,-3.54,29,360.295,6785786.508,18.80622004,8.223576019,4.160262006,170.2118895,4.814250542,0.365655586,4.814250542,0.161292436,0.412975469,0.161292436,0.412975469,-0.365655586,4.76822,114.9797,384.487,1,6,0,0,0,2,2,4,6,1,6,0,6,0,0,0,146,5.316788604,5.817862778,5.824404498,0,0,0,0,14.64975998,0,5.098681808,55.45906191,36.10128037,23.86850296,18.08107342,4,0,5.817862778,0,24.96182688,0,33.23387405,5.316788604,83.81182174,0,17.07524226,5.316788604,5.817862778,0,0,24.96182688,6.544756406,6.9237372,36.45573492,67.12146726,0,17.07524226,0,68.52,0,0,0,0,0,0,0,0,1.740301523,57.25969848,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518603431,384.487,4.76822,6,6,1,1,1,0,6,0.1875,11,2,7,114.9797,32,0,0,0,0,68.52,5.228629722,0.000984789,0.995243032,40.6786048,32.54963171,152,178,0,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0,2.8,0,9,0
68107965,1.661301714,1151.471444,20.76093778,15.95624906,15.95624906,14.68667319,9.329755666,9.329755666,6.54827734,6.54827734,4.440657809,4.440657809,2.965333471,2.965333471,5.947697344,9.184952232,0,5.907179729,34.73413455,5.563451492,12.26321064,48.79188955,30.33183534,15.28474565,4.736862954,399.138305,0.933333333,1.766666667,2.533333333,0.041666667,-4.06,30,381.281,9496682.534,19.26485819,8.96042523,4.669894643,172.7623308,13.5651672,0.488072239,13.5651672,0.258990431,0.316710653,0.258990431,-0.584939261,-0.488072239,5.114,112.5952,399.425,1,5,0,0,0,2,2,4,4,1,6,0,6,0,0,0,148,10.05365156,12.3563938,0,5.947697344,5.907179729,0,9.778515705,4.983978521,4.390415048,0,36.39820241,47.02218982,18.46005421,17.44768134,4,13.92181519,11.594566,0,9.967957042,0,6.606881965,5.316788604,108.4615359,0,16.87641482,10.05365156,10.07780132,5.749511833,0,15.87513677,6.606881965,5.947697344,15.92144017,91.38693554,0,11.12690298,0,64.11,0,0,0,0,0,0,0,0,13.5651672,58.26816613,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.457552366,399.425,5.114,4,4,1,1,1,0,4,0.181818182,18,2,6,112.5952,33,0,0,0,0,64.11,4.729336205,0.00031992,0.961499012,38.30151685,31.03517315,154,177,0,24,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,1,2.9,1,8,0
